human	yeast_orf	split	fold	oof_pct_rank_A	oof_pct_rank_B	oof_pct_rank_C
ACO2	YLR304C	test	0	0.0007818608287724785	0.0007818608287724785	0.04691164972634871
ACSL3	YMR246W	train	1	0.0007818608287724785	0.0007818608287724785	0.006254886630179828
ACSL4	YMR246W	train	2	0.0007818608287724785	0.0007818608287724785	0.00547302580140735
ACSS2	YAL054C	validation	3	0.0007818608287724785	0.0007818608287724785	0.1344800625488663
ACTR5	YNL059C	validation	4	0.08991399530883502	0.0007818608287724785	0.026583268178264268
ACTR6	YLR085C	train	0	0.020328381548084442	0.0007818608287724785	0.033620015637216574
ADCK2	YPL109C	test	1	0.0023455824863174357	0.001563721657544957	0.1821735731039875
ADCK5	YLR253W	train	2	0.0007818608287724785	0.0007818608287724785	0.19546520719311963
AEN	YOL080C	validation	3	0.0007818608287724785	0.001563721657544957	0.24159499609069585
AGL	YPR184W	train	4	0.003909304143862392	0.0007818608287724785	0.003127443315089914
AKR1A1	YJR096W	test	0	0.0007818608287724785	0.0007818608287724785	0.0617670054730258
AKR1C1	YJR096W	test	1	0.004691164972634871	0.0007818608287724785	0.009382329945269743
AKR1C2	YJR096W	test	2	0.004691164972634871	0.0007818608287724785	0.008600469116497263
AKR1E2	YJR096W	test	3	0.0007818608287724785	0.0007818608287724785	0.20641125879593433
ALX1	YDR451C	test	4	0.02501954652071931	0.011727912431587178	0.04534792806880375
ALX1	YML027W	test	4	0.07349491790461297	0.03049257232212666	0.04847537138389367
ALX3	YDR451C	test	0	0.04691164972634871	0.013291634089132134	0.053166536356528536
ALX3	YML027W	test	0	0.058639562157935886	0.018764659890539485	0.0688037529319781
ANAPC10	YGL240W	test	1	0.3346364347146208	0.0007818608287724785	0.4222048475371384
ANKZF1	YDR049W	test	2	0.0109460516028147	0.006254886630179828	0.21344800625488664
APEX2	YBL019W	train	3	0.0007818608287724785	0.0007818608287724785	0.03049257232212666
AR	YJR096W	test	4	0.982017200938233	0.15871774824081314	0.9929632525410477
ARF1	YMR138W	train	0	0.0023455824863174357	0.0007818608287724785	0.001563721657544957
ARF3	YMR138W	train	1	0.001563721657544957	0.0007818608287724785	0.001563721657544957
ARF4	YMR138W	train	2	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
ARF5	YMR138W	train	3	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
ARF6	YMR138W	train	4	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
ARFGAP3	YNL204C	train	0	0.007036747458952306	0.035183737294761534	0.09929632525410477
ARHGDIA	YDL135C	train	1	0.05629397967161845	0.0007818608287724785	0.017200938232994525
ARHGDIB	YDL135C	train	2	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
ARIH1	YKR017C	train	3	0.4659890539483972	0.003127443315089914	0.5215011727912432
ARIH2	YKR017C	train	4	0.0007818608287724785	0.0007818608287724785	0.007818608287724784
ARL1	YMR138W	train	0	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
ARL11	YMR138W	train	1	0.0007818608287724785	0.0007818608287724785	0.08913213448006255
ARL3	YMR138W	train	2	0.0007818608287724785	0.0007818608287724785	0.0007818608287724785
ARL4A	YMR138W	train	3	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
ARL4D	YMR138W	train	4	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
ARL5A	YMR138W	train	0	0.0007818608287724785	0.0007818608287724785	0.0023455824863174357
ARL5B	YMR138W	train	1	0.0007818608287724785	0.0007818608287724785	0.0023455824863174357
ASF1A	YJL115W	train	2	0.001563721657544957	0.01563721657544957	0.1415168100078186
ASF1B	YJL115W	train	3	0.009382329945269743	0.03440187646598905	0.14386239249413604
ATAD2	YGR270W	train	4	0.0007818608287724785	0.0007818608287724785	0.004691164972634871
ATAD2B	YGR270W	train	0	0.001563721657544957	0.007036747458952306	0.00547302580140735
ATG3	YNR007C	train	1	0.05160281469898358	0.0007818608287724785	0.03049257232212666
ATG4A	YNL223W	train	2	0.001563721657544957	0.0007818608287724785	0.05160281469898358
ATG4B	YNL223W	train	3	0.01563721657544957	0.0007818608287724785	0.1853010164190774
ATG4C	YNL223W	train	4	0.001563721657544957	0.0007818608287724785	0.08444096950742767
ATG4D	YNL223W	train	0	0.0007818608287724785	0.0007818608287724785	0.008600469116497263
ATG5	YPL149W	train	1	0.18764659890539484	0.001563721657544957	0.054730258014073496
ATG7	YHR171W	train	2	0.007036747458952306	0.0007818608287724785	0.0023455824863174357
ATG9A	YDL149W	test	3	0.0023455824863174357	0.0007818608287724785	0.12587959343236904
BCKDK	YIL042C	train	4	0.0007818608287724785	0.0007818608287724785	0.03127443315089914
BCS1L	YDR375C	train	0	0.0007818608287724785	0.0007818608287724785	0.013291634089132134
BECN1	YPL120W	validation	1	0.05238467552775606	0.0007818608287724785	0.08678655199374512
BLMH	YNL239W	train	2	0.017982799061767005	0.0007818608287724785	0.019546520719311962
BOLA1	YAL044W-A	validation	3	0.0007818608287724785	0.0007818608287724785	0.6778733385457388
BOLA3	YAL046C	train	4	0.003127443315089914	0.0007818608287724785	0.32525410476935107
BRAP	YHL010C	train	0	0.2845973416731822	0.6223612197028929	0.5926505082095387
BRD2	YDL070W	train	1	0.003909304143862392	0.0007818608287724785	0.008600469116497263
BRD3	YDL070W	train	2	0.004691164972634871	0.0007818608287724785	0.040656763096168884
BTF3	YDR252W	train	3	0.947615324472244	0.04534792806880375	0.9976544175136826
BTF3	YPL037C	train	3	0.8913213448006255	0.3706020328381548	0.9687255668491008
BTF3L4	YDR252W	train	4	0.0727130570758405	0.007036747458952306	0.4104769351055512
BTF3L4	YPL037C	train	4	0.0007818608287724785	0.0007818608287724785	0.16106333072713058
C1D	YHR081W	validation	0	0.014855355746677092	0.0007818608287724785	0.07349491790461297
CAMK1	YFR014C	train	1	0.003909304143862392	0.001563721657544957	0.0023455824863174357
CAMK1	YOL016C	train	1	0.007036747458952306	0.0007818608287724785	0.0007818608287724785
CAMKK2	YGL179C	validation	2	0.0007818608287724785	0.001563721657544957	0.02580140734949179
CAP1	YNL138W	validation	3	0.0007818608287724785	0.0007818608287724785	0.08444096950742767
CCDC150	YGL086W	train	4	0.006254886630179828	0.00547302580140735	0.16575449569976544
CCDC77	YPL253C	validation	0	0.23924941360437843	0.0906958561376075	0.060203283815480846
CCNB1	YGR108W	validation	1	0.027365129007036748	0.003909304143862392	0.022673964034401875
CCNB1	YPR119W	validation	1	0.017982799061767005	0.0007818608287724785	0.010164190774042221
CCNB2	YGR108W	validation	2	0.007818608287724784	0.003127443315089914	0.029710711493354185
CCNB2	YPR119W	validation	2	0.003127443315089914	0.0007818608287724785	0.009382329945269743
CCNC	YNL025C	train	3	0.03831118060985145	0.0007818608287724785	0.0688037529319781
CD2BP2	YHR156C	validation	4	0.10320562939796717	0.022673964034401875	0.018764659890539485
CDC40	YDR364C	validation	0	0.04143862392494136	0.0007818608287724785	0.011727912431587178
CDK19	YPL042C	train	1	0.10476935105551212	0.006254886630179828	0.06958561376075059
CDK5	YPL031C	train	2	0.0007818608287724785	0.0007818608287724785	0.0023455824863174357
CDK8	YPL042C	train	3	0.12431587177482409	0.0023455824863174357	0.06724003127443315
CDK9	YKL139W	train	4	0.0109460516028147	0.004691164972634871	0.027365129007036748
CELF1	YCL011C	test	0	0.1641907740422205	0.15089913995308835	0.010164190774042221
CELF1	YNL004W	test	0	0.39796716184519154	0.3455824863174355	0.011727912431587178
CELF2	YCL011C	test	1	0.18060985144644254	0.15011727912431588	0.01563721657544957
CELF2	YNL004W	test	1	0.4081313526192338	0.36825645035183735	0.017982799061767005
CFDP1	YBR231C	train	2	0.0007818608287724785	0.0007818608287724785	0.004691164972634871
CHAF1B	YML102W	validation	3	0.0007818608287724785	0.0007818608287724785	0.24472243940578578
CHD1	YER164W	train	4	0.0007818608287724785	0.0007818608287724785	0.003909304143862392
CHD2	YER164W	train	0	0.0007818608287724785	0.0007818608287724785	0.001563721657544957
CHEK1	YBR274W	train	1	0.01563721657544957	0.0007818608287724785	0.003127443315089914
CHKA	YDR147W	train	2	0.17904612978889758	0.0007818608287724785	0.0328381548084441
CHKA	YLR133W	train	2	0.07818608287724785	0.001563721657544957	0.0007818608287724785
CHKB	YDR147W	train	3	0.17200938232994528	0.0007818608287724785	0.028146989835809225
CHKB	YLR133W	train	3	0.08600469116497264	0.001563721657544957	0.0007818608287724785
CHMP2A	YKL002W	train	4	0.0007818608287724785	0.001563721657544957	0.0218921032056294
CHMP2B	YKL041W	train	0	0.001563721657544957	0.0007818608287724785	0.0023455824863174357
CHMP3	YKL041W	train	1	0.001563721657544957	0.0007818608287724785	0.003127443315089914
CHMP4A	YLR025W	train	2	0.001563721657544957	0.0007818608287724785	0.0007818608287724785
CHMP4B	YLR025W	train	3	0.006254886630179828	0.0007818608287724785	0.027365129007036748
CHRAC1	YJL065C	test	4	0.003909304143862392	0.003127443315089914	0.01563721657544957
CHTF18	YMR078C	train	0	0.0007818608287724785	0.0007818608287724785	0.11336982017200939
CLK1	YLL019C	train	1	0.10320562939796717	0.014855355746677092	0.05394839718530102
CLK2	YLL019C	train	2	0.1344800625488663	0.008600469116497263	0.04534792806880375
CLK3	YLL019C	train	3	0.15011727912431588	0.019546520719311962	0.03205629397967162
CLK4	YLL019C	train	4	0.11180609851446442	0.01641907740422205	0.0398749022673964
CLUH	YMR012W	train	0	0.054730258014073496	0.0007818608287724785	0.21970289288506645
CNOT3	YIL038C	test	1	0.0007818608287724785	0.0007818608287724785	0.08209538702111024
CNOT6	YAL021C	train	2	0.13917122752150118	0.0007818608287724785	0.009382329945269743
CNOT6L	YAL021C	train	3	0.1751368256450352	0.0007818608287724785	0.035183737294761534
CNOT6L	YOL042W	train	3	0.35887412040656763	0.001563721657544957	0.23221266614542613
CNOT9	YNL288W	train	4	0.0007818608287724785	0.0007818608287724785	0.1923377638780297
CORO1A	YLR429W	train	0	0.03596559812353401	0.0023455824863174357	0.06098514464425332
CORO1B	YLR429W	train	1	0.05003909304143862	0.0007818608287724785	0.017982799061767005
CORO1C	YLR429W	train	2	0.06802189210320563	0.0007818608287724785	0.008600469116497263
CORO2A	YLR429W	train	3	0.006254886630179828	0.007036747458952306	0.34714620797498047
CPT2	YAR035W	train	4	0.0007818608287724785	0.0007818608287724785	0.07896794370602032
CRY1	YOR386W	train	0	0.0007818608287724785	0.0007818608287724785	0.09538702111024237
CRY2	YOR386W	train	1	0.0007818608287724785	0.0007818608287724785	0.08131352619233777
CSNK1G1	YER123W	train	2	0.001563721657544957	0.0007818608287724785	0.001563721657544957
CSNK1G1	YHR135C	train	2	0.0007818608287724785	0.001563721657544957	0.0023455824863174357
CSNK1G1	YNL154C	train	2	0.0023455824863174357	0.0023455824863174357	0.003909304143862392
CSNK1G2	YER123W	train	3	0.0023455824863174357	0.0007818608287724785	0.001563721657544957
CSNK1G2	YHR135C	train	3	0.0007818608287724785	0.001563721657544957	0.003127443315089914
CSNK1G2	YNL154C	train	3	0.001563721657544957	0.0023455824863174357	0.003909304143862392
CSNK1G3	YER123W	train	4	0.001563721657544957	0.0007818608287724785	0.001563721657544957
CSNK1G3	YHR135C	train	4	0.0007818608287724785	0.001563721657544957	0.004691164972634871
CSNK1G3	YNL154C	train	4	0.0023455824863174357	0.0023455824863174357	0.00547302580140735
CSNK2A1	YIL035C	train	0	0.0023455824863174357	0.0007818608287724785	0.0508209538702111
CSNK2A2	YIL035C	train	1	0.001563721657544957	0.001563721657544957	0.003909304143862392
CSNK2B	YOR039W	train	2	0.0007818608287724785	0.0007818608287724785	0.02111024237685692
CTPS1	YBL039C	train	3	0.0007818608287724785	0.0007818608287724785	0.03205629397967162
CTPS2	YBL039C	train	4	0.0007818608287724785	0.0007818608287724785	0.01563721657544957
CTR9	YOL145C	train	0	0.004691164972634871	0.0007818608287724785	0.0023455824863174357
CTSD	YPL154C	train	1	0.0007818608287724785	0.0007818608287724785	0.16575449569976544
