human	yeast_orf	split	fold	oof_pct_rank_A	oof_pct_rank_B	oof_pct_rank_C
ACO2	YLR304C	test	0	0.0007818608287724785	0.0007818608287724785	0.023455824863174355
ACSL3	YMR246W	train	1	0.007036747458952306	0.029710711493354185	0.15089913995308835
ACSL4	YMR246W	train	2	0.0007818608287724785	0.014855355746677092	0.07036747458952307
ACSS2	YAL054C	validation	3	0.0007818608287724785	0.0007818608287724785	0.035183737294761534
ACTR5	YNL059C	validation	4	0.19781078967943705	0.11180609851446442	0.009382329945269743
ACTR6	YLR085C	train	0	0.32134480062548865	0.013291634089132134	0.08991399530883502
ADCK2	YPL109C	test	1	0.4949179046129789	0.6059421422986708	0.31039874902267395
ADCK5	YLR253W	train	2	0.254886630179828	0.16497263487099295	0.400312744331509
AEN	YOL080C	validation	3	0.06724003127443315	0.0688037529319781	0.5707584050039093
AGL	YPR184W	train	4	0.13917122752150118	0.0007818608287724785	0.003127443315089914
AKR1A1	YJR096W	test	0	0.03596559812353401	0.0007818608287724785	0.018764659890539485
AKR1C1	YJR096W	test	1	0.06802189210320563	0.0007818608287724785	0.03831118060985145
AKR1C2	YJR096W	test	2	0.06802189210320563	0.0007818608287724785	0.06802189210320563
AKR1E2	YJR096W	test	3	0.001563721657544957	0.0007818608287724785	0.06645817044566067
ALX1	YDR451C	test	4	0.11806098514464425	0.10633307271305707	0.03127443315089914
ALX1	YML027W	test	4	0.4323690383111806	0.1532447224394058	0.011727912431587178
ALX3	YDR451C	test	0	0.6630179827990618	0.22048475371383894	0.014073494917904612
ALX3	YML027W	test	0	0.8889757623143081	0.2736512900703675	0.01563721657544957
ANAPC10	YGL240W	test	1	0.3393275996872557	0.2814698983580923	0.1892103205629398
ANKZF1	YDR049W	test	2	0.3885848318999218	0.29319781078967944	0.017982799061767005
APEX2	YBL019W	train	3	0.28850664581704455	0.3862392494136044	0.03049257232212666
AR	YJR096W	test	4	0.9327599687255669	0.5981235340109461	0.944487881157154
ARF1	YMR138W	train	0	0.1641907740422205	0.02580140734949179	0.08913213448006255
ARF3	YMR138W	train	1	0.1594996090695856	0.0109460516028147	0.0727130570758405
ARF4	YMR138W	train	2	0.12587959343236904	0.001563721657544957	0.04925723221266615
ARF5	YMR138W	train	3	0.15715402658326819	0.008600469116497263	0.04925723221266615
ARF6	YMR138W	train	4	0.12431587177482409	0.003127443315089914	0.04847537138389367
ARFGAP3	YNL204C	train	0	0.0985144644253323	0.19390148553557468	0.03205629397967162
ARHGDIA	YDL135C	train	1	0.06958561376075059	0.12509773260359655	0.0109460516028147
ARHGDIB	YDL135C	train	2	0.0398749022673964	0.0007818608287724785	0.003127443315089914
ARIH1	YKR017C	train	3	0.3604378420641126	0.3752931978107897	0.40109460516028145
ARIH2	YKR017C	train	4	0.1712275215011728	0.0007818608287724785	0.004691164972634871
ARL1	YMR138W	train	0	0.1422986708365911	0.003909304143862392	0.07427677873338545
ARL11	YMR138W	train	1	0.2619233776387803	0.4112587959343237	0.36825645035183735
ARL3	YMR138W	train	2	0.09695074276778734	0.001563721657544957	0.018764659890539485
ARL4A	YMR138W	train	3	0.09538702111024237	0.0023455824863174357	0.009382329945269743
ARL4D	YMR138W	train	4	0.2580140734949179	0.6622361219702892	0.253322908522283
ARL5A	YMR138W	train	0	0.06958561376075059	0.001563721657544957	0.01641907740422205
ARL5B	YMR138W	train	1	0.06958561376075059	0.003127443315089914	0.01641907740422205
ASF1A	YJL115W	train	2	0.001563721657544957	0.014855355746677092	0.20484753713838938
ASF1B	YJL115W	train	3	0.001563721657544957	0.02501954652071931	0.13682564503518374
ATAD2	YGR270W	train	4	0.06802189210320563	0.09773260359655982	0.012509773260359656
ATAD2B	YGR270W	train	0	0.06958561376075059	0.1821735731039875	0.03596559812353401
ATG3	YNR007C	train	1	0.4323690383111806	0.11493354182955434	0.16106333072713058
ATG4A	YNL223W	train	2	0.16810007818608289	0.0007818608287724785	0.16653635652853793
ATG4B	YNL223W	train	3	0.19077404222048475	0.001563721657544957	0.08287724784988272
ATG4C	YNL223W	train	4	0.08991399530883502	0.007036747458952306	0.0797498045347928
ATG4D	YNL223W	train	0	0.1743549648162627	0.0656763096168882	0.007818608287724784
ATG5	YPL149W	train	1	0.6309616888193902	0.011727912431587178	0.4073494917904613
ATG7	YHR171W	train	2	0.2470680218921032	0.0007818608287724785	0.020328381548084442
ATG9A	YDL149W	test	3	0.6637998436278343	0.0023455824863174357	0.09773260359655982
BCKDK	YIL042C	train	4	0.08131352619233777	0.0007818608287724785	0.0766223612197029
BCS1L	YDR375C	train	0	0.0007818608287724785	0.0007818608287724785	0.003127443315089914
BECN1	YPL120W	validation	1	0.7881157154026583	0.14386239249413604	0.6012509773260359
BLMH	YNL239W	train	2	0.23534010946051603	0.0007818608287724785	0.09538702111024237
BOLA1	YAL044W-A	validation	3	0.004691164972634871	0.0007818608287724785	0.05003909304143862
